,season,player,true,true_rank,pred,pred_rank
59,2017,Anthony Davis,0.002,8.0,0.32826522115764745,3.0
212,2017,DeAndre Jordan,0.0,10.0,0.0948026483490883,8.0
215,2017,DeMar DeRozan,0.001,9.0,-0.021962625923699436,12.0
219,2017,DeMarcus Cousins,0.0,10.0,-0.12286441520852898,14.0
316,2017,Giannis Antetokounmpo,0.006999999999999999,7.0,-0.024914581446880593,13.0
353,2017,Isaiah Thomas,0.08,5.0,0.03691162030203131,10.0
379,2017,James Harden,0.746,2.0,0.07893877809807928,9.0
416,2017,Jimmy Butler,0.0,10.0,0.16315339827220537,7.0
450,2017,John Wall,0.006999999999999999,7.0,-0.016566438274169037,11.0
485,2017,Kawhi Leonard,0.495,3.0,0.38282035919790147,2.0
505,2017,Kevin Durant,0.002,8.0,0.2004639116914426,6.0
563,2017,Kyle Lowry,0.0,10.0,-0.46678454356530663,15.0
610,2017,LeBron James,0.33,4.0,0.28736608932955243,5.0
793,2017,Russell Westbrook,0.879,1.0,0.8647227159675246,1.0
839,2017,Stephen Curry,0.051,6.0,0.29228944215608854,4.0
45,2018,Andre Drummond,0.0,9.0,0.15231305545942686,4.0
60,2018,Anthony Davis,0.441,3.0,0.037081771174213726,8.0
187,2018,Damian Lillard,0.205,4.0,0.10849762334431991,6.0
317,2018,Giannis Antetokounmpo,0.07400000000000001,6.0,0.04195933751867102,7.0
380,2018,James Harden,0.955,1.0,0.22527893874035199,3.0
506,2018,Kevin Durant,0.065,7.0,-0.025436458211703067,9.0
611,2018,LeBron James,0.731,2.0,0.857152869624548,1.0
794,2018,Russell Westbrook,0.075,5.0,0.5115577480707661,2.0
840,2018,Stephen Curry,0.005,8.0,0.13974840274030753,5.0
61,2019,Anthony Davis,0.0,12.0,0.012702806237516906,13.0
77,2019,Ben Simmons,0.0,12.0,0.1606895086765962,8.0
95,2019,Blake Griffin,0.0,12.0,-0.13974980269520396,15.0
188,2019,Damian Lillard,0.068,6.0,0.10220413343715679,10.0
318,2019,Giannis Antetokounmpo,0.932,1.0,0.6362653966096004,2.0
381,2019,James Harden,0.768,2.0,0.6480888448596513,1.0
434,2019,Joel Embiid,0.049,7.0,0.03665701933211374,11.0
483,2019,Karl-Anthony Towns,0.0,12.0,-0.16796903112914968,16.0
486,2019,Kawhi Leonard,0.013,9.0,0.12456667950547734,9.0
507,2019,Kevin Durant,0.025,8.0,-0.11656094301226211,14.0
572,2019,Kyrie Irving,0.0,12.0,0.3158846420022908,5.0
612,2019,LeBron James,0.001,11.0,0.16964542176496283,7.0
688,2019,Nikola Jokic,0.21,4.0,0.47415943368734204,3.0
717,2019,Paul George,0.35200000000000004,3.0,0.35222913989295324,4.0
795,2019,Russell Westbrook,0.008,10.0,0.018866645337150767,12.0
841,2019,Stephen Curry,0.173,5.0,0.20695589527777014,6.0
62,,,,,,
235,,,,,,
319,,,,,,
382,,,,,,
487,,,,,,
613,,,,,,
615,,,,,,
689,,,,,,
787,,,,,,
